Book-Title,Title,ISBN,Vote-Count,Vote-Average,Score
0671042831,,0671042831,7,8.428571428571429,8.146640186514727
0425171078,,0425171078,7,8.428571428571429,8.146640186514727
0812530055,,0812530055,7,8.428571428571429,8.146640186514727
067187599X,,067187599X,7,8.428571428571429,8.146640186514727
0805001115,,0805001115,7,8.428571428571429,8.146640186514727
0395137195,,0395137195,7,8.428571428571429,8.146640186514727
0345462270,,0345462270,7,8.428571428571429,8.146640186514727
0374386137,,0374386137,7,8.428571428571429,8.146640186514727
156389016X,,156389016X,7,8.428571428571429,8.146640186514727
0140276238,,0140276238,7,8.428571428571429,8.146640186514727
038081790X,,038081790X,7,8.428571428571429,8.146640186514727
0486277852,,0486277852,7,8.428571428571429,8.146640186514727
044018293X,,044018293X,7,8.428571428571429,8.146640186514727
0812550749,,0812550749,7,8.428571428571429,8.146640186514727
0451456726,,0451456726,7,8.428571428571429,8.146640186514727
0874411033,,0874411033,7,8.428571428571429,8.146640186514727
0394539079,,0394539079,7,8.428571428571429,8.146640186514727
0679403612,,0679403612,7,8.428571428571429,8.146640186514727
0747541604,,0747541604,7,8.428571428571429,8.146640186514727
8420613487,,8420613487,7,8.428571428571429,8.146640186514727
0441007732,,0441007732,7,8.428571428571429,8.146640186514727
0399151079,,0399151079,7,8.428571428571429,8.146640186514727
0886776554,,0886776554,7,8.428571428571429,8.146640186514727
0553212443,,0553212443,7,8.428571428571429,8.146640186514727
0448060043,,0448060043,7,8.428571428571429,8.146640186514727
1558748008,,1558748008,7,8.428571428571429,8.146640186514727
0440802458,,0440802458,7,8.428571428571429,8.146640186514727
0393315703,,0393315703,7,8.428571428571429,8.146640186514727
0812572270,,0812572270,7,8.428571428571429,8.146640186514727
0380797399,,0380797399,7,8.428571428571429,8.146640186514727
0451199871,,0451199871,7,8.428571428571429,8.146640186514727
8440627203,,8440627203,7,8.428571428571429,8.146640186514727
0140430059,,0140430059,7,8.428571428571429,8.146640186514727
0743410602,,0743410602,7,8.428571428571429,8.146640186514727
0140328742,,0140328742,7,8.428571428571429,8.146640186514727
0553234609,,0553234609,7,8.428571428571429,8.146640186514727
0812532635,,0812532635,7,8.428571428571429,8.146640186514727
0375414827,,0375414827,7,8.428571428571429,8.146640186514727
0142000159,,0142000159,7,8.428571428571429,8.146640186514727
0525237704,,0525237704,7,8.428571428571429,8.146640186514727
067974066X,,067974066X,7,8.428571428571429,8.146640186514727
0449147282,,0449147282,7,8.428571428571429,8.146640186514727
0689822804,,0689822804,7,8.428571428571429,8.146640186514727
8420466034,,8420466034,7,8.428571428571429,8.146640186514727
0451209168,,0451209168,7,8.428571428571429,8.146640186514727
0679435824,,0679435824,7,8.428571428571429,8.146640186514727
0312875681,,0312875681,7,8.428571428571429,8.146640186514727
2070373630,,2070373630,7,8.428571428571429,8.146640186514727
0553234595,,0553234595,7,8.428571428571429,8.146640186514727
0345296575,,0345296575,7,8.428571428571429,8.146640186514727
0553260669,,0553260669,7,8.428571428571429,8.146640186514727
,,0752837168,7,8.428571428571429,8.146640186514727
0767905288,,0767905288,7,8.428571428571429,8.146640186514727
0399146431,,0399146431,48,8.1875,8.146404654839655
0671042262,,0671042262,62,8.17741935483871,8.14565215229791
0394580567,,0394580567,14,8.285714285714286,8.145169002870112
3423205202,,3423205202,14,8.285714285714286,8.145169002870112
0451183940,,0451183940,14,8.285714285714286,8.145169002870112
0451524667,,0451524667,14,8.285714285714286,8.145169002870112
0767907809,,0767907809,14,8.285714285714286,8.145169002870112
0380709538,,0380709538,14,8.285714285714286,8.145169002870112
0967231434,,0967231434,14,8.285714285714286,8.145169002870112
0151001006,,0151001006,14,8.285714285714286,8.145169002870112
0515134457,,0515134457,14,8.285714285714286,8.145169002870112
0385315147,,0385315147,14,8.285714285714286,8.145169002870112
0553801309,,0553801309,14,8.285714285714286,8.145169002870112
0345311485,,0345311485,14,8.285714285714286,8.145169002870112
0679776591,,0679776591,14,8.285714285714286,8.145169002870112
0140043519,,0140043519,14,8.285714285714286,8.145169002870112
0060959037,,0060959037,138,8.159420289855072,8.145162267969452
0140620427,,0140620427,21,8.238095238095237,8.144521682066479
0886773520,,0886773520,21,8.238095238095237,8.144521682066479
0440940001,,0440940001,42,8.19047619047619,8.143761783731781
0812548051,,0812548051,36,8.194444444444445,8.14032605129155
0553283685,,0553283685,29,8.206896551724139,8.139789153080667
0441002935,,0441002935,29,8.206896551724139,8.139789153080667
0440407524,,0440407524,22,8.227272727272727,8.138963155833153
0345313151,,0345313151,22,8.227272727272727,8.138963155833153
044048474X,,044048474X,22,8.227272727272727,8.138963155833153
0385319207,,0385319207,22,8.227272727272727,8.138963155833153
039304016X,,039304016X,22,8.227272727272727,8.138963155833153
0060934417,,0060934417,159,8.150943396226415,8.13873031933535
,,0676973779,15,8.266666666666667,8.137528529034842
0345367898,,0345367898,15,8.266666666666667,8.137528529034842
0440904196,,0440904196,15,8.266666666666667,8.137528529034842
0345335651,,0345335651,15,8.266666666666667,8.137528529034842
0571154913,,0571154913,15,8.266666666666667,8.137528529034842
0553269631,,0553269631,15,8.266666666666667,8.137528529034842
0373483899,,0373483899,15,8.266666666666667,8.137528529034842
1558532161,,1558532161,15,8.266666666666667,8.137528529034842
0140046569,,0140046569,15,8.266666666666667,8.137528529034842
0811808173,,0811808173,15,8.266666666666667,8.137528529034842
0671744208,,0671744208,15,8.266666666666667,8.137528529034842
031286504X,,031286504X,15,8.266666666666667,8.137528529034842
0670031208,,0670031208,15,8.266666666666667,8.137528529034842
0345430573,,0345430573,15,8.266666666666667,8.137528529034842
,,0552134600,15,8.266666666666667,8.137528529034842
0312966091,,0312966091,95,8.157894736842104,8.137505475269311
0446672211,,0446672211,295,8.142372881355932,8.135829572079137
0394829085,,0394829085,8,8.375,8.134420170971833
0156005204,,0156005204,8,8.375,8.134420170971833
0553571338,,0553571338,8,8.375,8.134420170971833
0330346261,,0330346261,8,8.375,8.134420170971833
0440234727,,0440234727,8,8.375,8.134420170971833
0451525027,,0451525027,8,8.375,8.134420170971833
0060924799,,0060924799,8,8.375,8.134420170971833
0312022824,,0312022824,8,8.375,8.134420170971833
0156001942,,0156001942,8,8.375,8.134420170971833
0316107018,,0316107018,8,8.375,8.134420170971833
0380818337,,0380818337,8,8.375,8.134420170971833
0312868332,,0312868332,8,8.375,8.134420170971833
0671870963,,0671870963,8,8.375,8.134420170971833
0671025589,,0671025589,8,8.375,8.134420170971833
0446400513,,0446400513,8,8.375,8.134420170971833
0671523686,,0671523686,8,8.375,8.134420170971833
0399144412,,0399144412,8,8.375,8.134420170971833
0684833778,,0684833778,8,8.375,8.134420170971833
,,0006530400,8,8.375,8.134420170971833
0785268480,,0785268480,8,8.375,8.134420170971833
0385315287,,0385315287,8,8.375,8.134420170971833
3518396315,,3518396315,8,8.375,8.134420170971833
1551669404,,1551669404,8,8.375,8.134420170971833
,,8807816059,8,8.375,8.134420170971833
0375751513,,0375751513,8,8.375,8.134420170971833
0060506989,,0060506989,8,8.375,8.134420170971833
0671553011,,0671553011,8,8.375,8.134420170971833
0140041796,,0140041796,8,8.375,8.134420170971833
0060177500,,0060177500,8,8.375,8.134420170971833
0140185011,,0140185011,8,8.375,8.134420170971833
0399150803,,0399150803,8,8.375,8.134420170971833
0515130117,,0515130117,8,8.375,8.134420170971833
0553102222,,0553102222,8,8.375,8.134420170971833
0894801996,,0894801996,8,8.375,8.134420170971833
0553560220,,0553560220,8,8.375,8.134420170971833
0439087597,,0439087597,8,8.375,8.134420170971833
0553278827,,0553278827,8,8.375,8.134420170971833
,,3937793003,8,8.375,8.134420170971833
3404139178,,3404139178,8,8.375,8.134420170971833
0425195457,,0425195457,8,8.375,8.134420170971833
0679759336,,0679759336,8,8.375,8.134420170971833
0312965788,,0312965788,8,8.375,8.134420170971833
0312187106,,0312187106,8,8.375,8.134420170971833
0886779537,,0886779537,8,8.375,8.134420170971833
0330351923,,0330351923,8,8.375,8.134420170971833
0261103288,,0261103288,8,8.375,8.134420170971833
0679450041,,0679450041,8,8.375,8.134420170971833
1558745017,,1558745017,23,8.217391304347826,8.133816372283778
1853260002,,1853260002,23,8.217391304347826,8.133816372283778
0425191583,,0425191583,23,8.217391304347826,8.133816372283778
0413537900,,0413537900,31,8.193548387096774,8.131801201476057
0842332251,,0842332251,31,8.193548387096774,8.131801201476057
068416325X,,068416325X,16,8.25,8.1306521025831
0380718839,,0380718839,16,8.25,8.1306521025831
0061020648,,0061020648,16,8.25,8.1306521025831
0684826976,,0684826976,16,8.25,8.1306521025831
0553272586,,0553272586,16,8.25,8.1306521025831
0399151273,,0399151273,16,8.25,8.1306521025831
,,0552525952,16,8.25,8.1306521025831
0451124340,,0451124340,24,8.208333333333334,8.129037216130785
0743262174,,0743262174,24,8.208333333333334,8.129037216130785
0812570944,,0812570944,41,8.170731707317072,8.124734267814711
0380788624,,0380788624,25,8.2,8.12458765695386
1853260010,,1853260010,25,8.2,8.12458765695386
,,0770423345,17,8.235294117647058,8.124430573888667
0399151451,,0399151451,17,8.235294117647058,8.124430573888667
0553258524,,0553258524,17,8.235294117647058,8.124430573888667
,,0002259001,9,8.333333333333334,8.124080157820153
0312146310,,0312146310,9,8.333333333333334,8.124080157820153
0446603090,,0446603090,9,8.333333333333334,8.124080157820153
0812570812,,0812570812,9,8.333333333333334,8.124080157820153
0553573225,,0553573225,9,8.333333333333334,8.124080157820153
0380820838,,0380820838,9,8.333333333333334,8.124080157820153
0380752948,,0380752948,9,8.333333333333334,8.124080157820153
0553210351,,0553210351,9,8.333333333333334,8.124080157820153
0345391373,,0345391373,9,8.333333333333334,8.124080157820153
,,3442437687,9,8.333333333333334,8.124080157820153
0345347226,,0345347226,9,8.333333333333334,8.124080157820153
0373790945,,0373790945,9,8.333333333333334,8.124080157820153
067172519X,,067172519X,9,8.333333333333334,8.124080157820153
3423011505,,3423011505,9,8.333333333333334,8.124080157820153
,,0140012486,9,8.333333333333334,8.124080157820153
,,8807810549,9,8.333333333333334,8.124080157820153
207038165X,,207038165X,9,8.333333333333334,8.124080157820153
088396631X,,088396631X,9,8.333333333333334,8.124080157820153
1551667223,,1551667223,9,8.333333333333334,8.124080157820153
,,0770422055,9,8.333333333333334,8.124080157820153
0380899531,,0380899531,9,8.333333333333334,8.124080157820153
,,0340733578,9,8.333333333333334,8.124080157820153
0425187063,,0425187063,9,8.333333333333334,8.124080157820153
042513024X,,042513024X,9,8.333333333333334,8.124080157820153
0812522729,,0812522729,9,8.333333333333334,8.124080157820153
1400045088,,1400045088,9,8.333333333333334,8.124080157820153
0446677450,,0446677450,42,8.166666666666666,8.122022653296998
0385722435,,0385722435,34,8.176470588235293,8.12139584346479
1583224890,,1583224890,18,8.222222222222221,8.118774638711908
0380726289,,0380726289,18,8.222222222222221,8.118774638711908
0515116750,,0515116750,18,8.222222222222221,8.118774638711908
074320607X,,074320607X,18,8.222222222222221,8.118774638711908
0151008116,,0151008116,94,8.138297872340425,8.118500429098592
0312966970,,0312966970,103,8.135922330097088,8.117878897679084
0312147015,,0312147015,27,8.185185185185185,8.116549743602
2070360024,,2070360024,27,8.185185185185185,8.116549743602
0525947752,,0525947752,10,8.3,8.115217289404429
0804108692,,0804108692,10,8.3,8.115217289404429
2266084372,,2266084372,10,8.3,8.115217289404429
0743439775,,0743439775,10,8.3,8.115217289404429
0440428130,,0440428130,10,8.3,8.115217289404429
0743457269,,0743457269,10,8.3,8.115217289404429
3442444365,,3442444365,10,8.3,8.115217289404429
0375821813,,0375821813,10,8.3,8.115217289404429
,,0676974791,10,8.3,8.115217289404429
0142001619,,0142001619,10,8.3,8.115217289404429
006019958X,,006019958X,10,8.3,8.115217289404429
0765300133,,0765300133,10,8.3,8.115217289404429
0385265565,,0385265565,10,8.3,8.115217289404429
055321277X,,055321277X,10,8.3,8.115217289404429
0441748600,,0441748600,10,8.3,8.115217289404429
0441694543,,0441694543,10,8.3,8.115217289404429
0140255087,,0140255087,10,8.3,8.115217289404429
0385313632,,0385313632,10,8.3,8.115217289404429
0805061835,,0805061835,10,8.3,8.115217289404429
0609803875,,0609803875,10,8.3,8.115217289404429
0425190749,,0425190749,10,8.3,8.115217289404429
0805029648,,0805029648,10,8.3,8.115217289404429
0689829833,,0689829833,10,8.3,8.115217289404429
0385499825,,0385499825,10,8.3,8.115217289404429
038549744X,,038549744X,10,8.3,8.115217289404429
0515134511,,0515134511,10,8.3,8.115217289404429
0836204255,,0836204255,10,8.3,8.115217289404429
0679745580,,0679745580,19,8.210526315789474,8.113610523985304
0380791978,,0380791978,19,8.210526315789474,8.113610523985304
0380756293,,0380756293,19,8.210526315789474,8.113610523985304
0671789422,,0671789422,28,8.178571428571429,8.112907564114437
0316168688,,0316168688,47,8.148936170212766,8.110059648071802
0671776134,,0671776134,47,8.148936170212766,8.110059648071802
0441004520,,0441004520,29,8.172413793103448,8.109486122777636
0786866845,,0786866845,29,8.172413793103448,8.109486122777636
0380710722,,0380710722,20,8.2,8.108876752152582
0671793489,,0671793489,57,8.140350877192983,8.108410525437083
0425107469,,0425107469,48,8.145833333333334,8.107943116378117
0590453653,,0590453653,11,8.272727272727273,8.107536136777465
0451210557,,0451210557,11,8.272727272727273,8.107536136777465
0671695886,,0671695886,11,8.272727272727273,8.107536136777465
1853260622,,1853260622,11,8.272727272727273,8.107536136777465
3423117370,,3423117370,11,8.272727272727273,8.107536136777465
0446357421,,0446357421,11,8.272727272727273,8.107536136777465
0345450698,,0345450698,11,8.272727272727273,8.107536136777465
0140430962,,0140430962,11,8.272727272727273,8.107536136777465
0671769200,,0671769200,11,8.272727272727273,8.107536136777465
0380792494,,0380792494,11,8.272727272727273,8.107536136777465
0385495641,,0385495641,11,8.272727272727273,8.107536136777465
0373825021,,0373825021,11,8.272727272727273,8.107536136777465
034542705X,,034542705X,11,8.272727272727273,8.107536136777465
156584100X,,156584100X,11,8.272727272727273,8.107536136777465
0345321383,,0345321383,11,8.272727272727273,8.107536136777465
0505524503,,0505524503,11,8.272727272727273,8.107536136777465
0451191145,,0451191145,58,8.137931034482758,8.106661968575192
0451160525,,0451160525,58,8.137931034482758,8.106661968575192
0425129586,,0425129586,30,8.166666666666666,8.10626594269594
0345409973,,0345409973,30,8.166666666666666,8.10626594269594
0684803860,,0684803860,21,8.19047619047619,8.10452168206648
0449219410,,0449219410,21,8.19047619047619,8.10452168206648
1558747109,,1558747109,21,8.19047619047619,8.10452168206648
068483376X,,068483376X,31,8.161290322580646,8.103229772904628
0449002632,,0449002632,31,8.161290322580646,8.103229772904628
0060964049,,0060964049,41,8.146341463414634,8.102512045592489
0689817851,,0689817851,51,8.137254901960784,8.102055310030218
0743204700,,0743204700,12,8.25,8.100815128228875
0449207544,,0449207544,12,8.25,8.100815128228875
2290302155,,2290302155,12,8.25,8.100815128228875
0486277860,,0486277860,12,8.25,8.100815128228875
0743204840,,0743204840,12,8.25,8.100815128228875
0399146725,,0399146725,12,8.25,8.100815128228875
042518336X,,042518336X,12,8.25,8.100815128228875
0140288503,,0140288503,12,8.25,8.100815128228875
0446610771,,0446610771,12,8.25,8.100815128228875
006447187X,,006447187X,12,8.25,8.100815128228875
185326041X,,185326041X,12,8.25,8.100815128228875
0553246895,,0553246895,12,8.25,8.100815128228875
0553210823,,0553210823,12,8.25,8.100815128228875
0140051317,,0140051317,12,8.25,8.100815128228875
0446605336,,0446605336,12,8.25,8.100815128228875
0345423399,,0345423399,12,8.25,8.100815128228875
0140309578,,0140309578,12,8.25,8.100815128228875
155874424X,,155874424X,22,8.181818181818182,8.100501617371615
0399145885,,0399145885,22,8.181818181818182,8.100501617371615
0449911446,,0449911446,32,8.15625,8.100362279212833
0060096195,,0060096195,53,8.132075471698114,8.098474421958983
0684853507,,0684853507,43,8.13953488372093,8.098149830886426
039914840X,,039914840X,23,8.173913043478262,8.09677933524674
0446605484,,0446605484,85,8.117647058823529,8.09677575338946
0671867156,,0671867156,55,8.127272727272727,8.095136305960372
0060175966,,0060175966,34,8.147058823529411,8.095080053991104
0345453409,,0345453409,13,8.23076923076923,8.094884826568352
061815082X,,061815082X,13,8.23076923076923,8.094884826568352
0385336772,,0385336772,13,8.23076923076923,8.094884826568352
014200023X,,014200023X,13,8.23076923076923,8.094884826568352
0140124373,,0140124373,13,8.23076923076923,8.094884826568352
0671729446,,0671729446,13,8.23076923076923,8.094884826568352
0590414291,,0590414291,13,8.23076923076923,8.094884826568352
0380720191,,0380720191,13,8.23076923076923,8.094884826568352
0553575422,,0553575422,13,8.23076923076923,8.094884826568352
0553291955,,0553291955,13,8.23076923076923,8.094884826568352
0553803409,,0553803409,13,8.23076923076923,8.094884826568352
0451521285,,0451521285,13,8.23076923076923,8.094884826568352
0441008658,,0441008658,13,8.23076923076923,8.094884826568352
0671027360,,0671027360,269,8.100371747211897,8.093820666855907
0140282033,,0140282033,24,8.166666666666666,8.093322930416498
0515131083,,0515131083,24,8.166666666666666,8.093322930416498
0553280589,,0553280589,25,8.16,8.090104898333172
0441010512,,0441010512,25,8.16,8.090104898333172
,,0676974805,14,8.214285714285714,8.089613447314555
0689817215,,0689817215,14,8.214285714285714,8.089613447314555
0380759497,,0380759497,14,8.214285714285714,8.089613447314555
0385317093,,0385317093,14,8.214285714285714,8.089613447314555
0060922249,,0060922249,14,8.214285714285714,8.089613447314555
,,0770428797,14,8.214285714285714,8.089613447314555
0316107352,,0316107352,14,8.214285714285714,8.089613447314555
0380820846,,0380820846,14,8.214285714285714,8.089613447314555
0312282990,,0312282990,94,8.106382978723405,8.087888184200633
0140119906,,0140119906,60,8.116666666666667,8.087703782057218
0515127221,,0515127221,26,8.153846153846153,8.087101401722066
015600710X,,015600710X,26,8.153846153846153,8.087101401722066
0743222245,,0743222245,15,8.2,8.084896950087472
0375412557,,0375412557,15,8.2,8.084896950087472
038089968X,,038089968X,15,8.2,8.084896950087472
0679763309,,0679763309,15,8.2,8.084896950087472
0743412273,,0743412273,15,8.2,8.084896950087472
0887308589,,0887308589,15,8.2,8.084896950087472
0399138250,,0399138250,15,8.2,8.084896950087472
0451151259,,0451151259,39,8.128205128205128,8.08402423375958
0385335881,,0385335881,89,8.101123595505618,8.081860667222172
0380804557,,0380804557,28,8.142857142857142,8.081657564114437
0345310020,,0345310020,16,8.1875,8.0806521025831
0553211668,,0553211668,16,8.1875,8.0806521025831
1558743790,,1558743790,16,8.1875,8.0806521025831
0871136791,,0871136791,78,8.102564102564102,8.080646854288561
0679426159,,0679426159,29,8.137931034482758,8.079183092474606
0380718340,,0380718340,80,8.1,8.078726691091214
0060914653,,0060914653,30,8.133333333333333,8.076854177990057
0060934913,,0060934913,30,8.133333333333333,8.076854177990057
,,2841160297,17,8.176470588235293,8.07681152626962
0380715430,,0380715430,17,8.176470588235293,8.07681152626962
0671870114,,0671870114,17,8.176470588235293,8.07681152626962
0440209412,,0440209412,17,8.176470588235293,8.07681152626962
0310209307,,0310209307,17,8.176470588235293,8.07681152626962
0399135782,,0399135782,17,8.176470588235293,8.07681152626962
0061020400,,0061020400,17,8.176470588235293,8.07681152626962
0440212723,,0440212723,17,8.176470588235293,8.07681152626962
0380713802,,0380713802,17,8.176470588235293,8.07681152626962
0385721811,,0385721811,4,8.5,8.076630256457749
0802713955,,0802713955,4,8.5,8.076630256457749
0553266306,,0553266306,4,8.5,8.076630256457749
0590462946,,0590462946,4,8.5,8.076630256457749
0451411404,,0451411404,4,8.5,8.076630256457749
0064401324,,0064401324,4,8.5,8.076630256457749
034531977X,,034531977X,4,8.5,8.076630256457749
0064402010,,0064402010,4,8.5,8.076630256457749
0758204175,,0758204175,4,8.5,8.076630256457749
0812550544,,0812550544,4,8.5,8.076630256457749
0807553913,,0807553913,4,8.5,8.076630256457749
0006512674,,0006512674,4,8.5,8.076630256457749
0743417216,,0743417216,4,8.5,8.076630256457749
014044629X,,014044629X,4,8.5,8.076630256457749
0786868090,,0786868090,4,8.5,8.076630256457749
2070362361,,2070362361,4,8.5,8.076630256457749
0373250525,,0373250525,4,8.5,8.076630256457749
0380809281,,0380809281,4,8.5,8.076630256457749
0064400409,,0064400409,4,8.5,8.076630256457749
0061097306,,0061097306,4,8.5,8.076630256457749
0380820900,,0380820900,4,8.5,8.076630256457749
,,0552132810,4,8.5,8.076630256457749
0876854374,,0876854374,4,8.5,8.076630256457749
8496136426,,8496136426,4,8.5,8.076630256457749
,,1573221457,4,8.5,8.076630256457749
044805454X,,044805454X,4,8.5,8.076630256457749
0060502290,,0060502290,4,8.5,8.076630256457749
0449212858,,0449212858,4,8.5,8.076630256457749
0446525235,,0446525235,4,8.5,8.076630256457749
,,1875847944,4,8.5,8.076630256457749
0671644483,,0671644483,4,8.5,8.076630256457749
0785266917,,0785266917,4,8.5,8.076630256457749
0451523067,,0451523067,4,8.5,8.076630256457749
0743250532,,0743250532,4,8.5,8.076630256457749
1583940006,,1583940006,4,8.5,8.076630256457749
0446360708,,0446360708,4,8.5,8.076630256457749
0449223493,,0449223493,4,8.5,8.076630256457749
0743249887,,0743249887,4,8.5,8.076630256457749
0140004424,,0140004424,4,8.5,8.076630256457749
1889392022,,1889392022,4,8.5,8.076630256457749
0312950446,,0312950446,4,8.5,8.076630256457749
0394507630,,0394507630,4,8.5,8.076630256457749
0743453484,,0743453484,4,8.5,8.076630256457749
0226469360,,0226469360,4,8.5,8.076630256457749
0440220297,,0440220297,4,8.5,8.076630256457749
0671013750,,0671013750,4,8.5,8.076630256457749
0449206467,,0449206467,4,8.5,8.076630256457749
,,0752843273,4,8.5,8.076630256457749
067100039X,,067100039X,4,8.5,8.076630256457749
0451200195,,0451200195,4,8.5,8.076630256457749
0553273078,,0553273078,4,8.5,8.076630256457749
8401418844,,8401418844,4,8.5,8.076630256457749
068480753X,,068480753X,4,8.5,8.076630256457749
0380795833,,0380795833,4,8.5,8.076630256457749
0140505393,,0140505393,4,8.5,8.076630256457749
0515091383,,0515091383,4,8.5,8.076630256457749
0590684841,,0590684841,4,8.5,8.076630256457749
0393324141,,0393324141,4,8.5,8.076630256457749
8445071394,,8445071394,4,8.5,8.076630256457749
0312306814,,0312306814,4,8.5,8.076630256457749
0446690449,,0446690449,4,8.5,8.076630256457749
2070369218,,2070369218,4,8.5,8.076630256457749
0761123695,,0761123695,4,8.5,8.076630256457749
0670849448,,0670849448,4,8.5,8.076630256457749
193168605X,,193168605X,4,8.5,8.076630256457749
0743435389,,0743435389,4,8.5,8.076630256457749
0765346753,,0765346753,4,8.5,8.076630256457749
,,0091884713,4,8.5,8.076630256457749
0425136221,,0425136221,4,8.5,8.076630256457749
0312280513,,0312280513,4,8.5,8.076630256457749
0671664948,,0671664948,4,8.5,8.076630256457749
0812504828,,0812504828,4,8.5,8.076630256457749
0385485107,,0385485107,4,8.5,8.076630256457749
0671898043,,0671898043,4,8.5,8.076630256457749
0425186857,,0425186857,4,8.5,8.076630256457749
0385333501,,0385333501,4,8.5,8.076630256457749
0553583743,,0553583743,4,8.5,8.076630256457749
0375707549,,0375707549,4,8.5,8.076630256457749
0826308252,,0826308252,4,8.5,8.076630256457749
0553577867,,0553577867,4,8.5,8.076630256457749
0590132008,,0590132008,4,8.5,8.076630256457749
0425098532,,0425098532,4,8.5,8.076630256457749
0963784617,,0963784617,4,8.5,8.076630256457749
0765341301,,0765341301,4,8.5,8.076630256457749
155661327X,,155661327X,4,8.5,8.076630256457749
1400050308,,1400050308,4,8.5,8.076630256457749
0743470427,,0743470427,4,8.5,8.076630256457749
0425181979,,0425181979,4,8.5,8.076630256457749
,,1551926431,4,8.5,8.076630256457749
0806624302,,0806624302,4,8.5,8.076630256457749
0345457587,,0345457587,4,8.5,8.076630256457749
0140244662,,0140244662,4,8.5,8.076630256457749
067157812X,,067157812X,4,8.5,8.076630256457749
2253172162,,2253172162,4,8.5,8.076630256457749
,,1552780015,4,8.5,8.076630256457749
0440218772,,0440218772,4,8.5,8.076630256457749
0553579916,,0553579916,4,8.5,8.076630256457749
2742738150,,2742738150,4,8.5,8.076630256457749
,,880431463X,4,8.5,8.076630256457749
0441845630,,0441845630,4,8.5,8.076630256457749
0805063749,,0805063749,4,8.5,8.076630256457749
0805029222,,0805029222,4,8.5,8.076630256457749
0671666258,,0671666258,4,8.5,8.076630256457749
0752844148,,0752844148,4,8.5,8.076630256457749
0345314867,,0345314867,4,8.5,8.076630256457749
0446606979,,0446606979,4,8.5,8.076630256457749
0394861027,,0394861027,4,8.5,8.076630256457749
0836268237,,0836268237,4,8.5,8.076630256457749
0060974788,,0060974788,4,8.5,8.076630256457749
3499150611,,3499150611,4,8.5,8.076630256457749
0307119416,,0307119416,4,8.5,8.076630256457749
3499228033,,3499228033,4,8.5,8.076630256457749
0877735379,,0877735379,4,8.5,8.076630256457749
0345300777,,0345300777,4,8.5,8.076630256457749
,,8481302651,4,8.5,8.076630256457749
1892213664,,1892213664,4,8.5,8.076630256457749
088001654X,,088001654X,4,8.5,8.076630256457749
1568654782,,1568654782,4,8.5,8.076630256457749
3404139585,,3404139585,4,8.5,8.076630256457749
0066211247,,0066211247,4,8.5,8.076630256457749
,,0099443252,4,8.5,8.076630256457749
055321375X,,055321375X,4,8.5,8.076630256457749
0425191796,,0425191796,4,8.5,8.076630256457749
3596157684,,3596157684,4,8.5,8.076630256457749
0881030368,,0881030368,4,8.5,8.076630256457749
2253144894,,2253144894,4,8.5,8.076630256457749
0373872135,,0373872135,4,8.5,8.076630256457749
0670032646,,0670032646,4,8.5,8.076630256457749
0312872380,,0312872380,4,8.5,8.076630256457749
0517077744,,0517077744,4,8.5,8.076630256457749
,,0708813747,4,8.5,8.076630256457749
1570717567,,1570717567,4,8.5,8.076630256457749
0505525577,,0505525577,4,8.5,8.076630256457749
0893753688,,0893753688,4,8.5,8.076630256457749
0399130276,,0399130276,4,8.5,8.076630256457749
067172147X,,067172147X,4,8.5,8.076630256457749
2226093524,,2226093524,4,8.5,8.076630256457749
0809239973,,0809239973,4,8.5,8.076630256457749
0374413312,,0374413312,4,8.5,8.076630256457749
0399145419,,0399145419,4,8.5,8.076630256457749
0140388419,,0140388419,4,8.5,8.076630256457749
0843137827,,0843137827,4,8.5,8.076630256457749
034538072X,,034538072X,4,8.5,8.076630256457749
2253152072,,2253152072,4,8.5,8.076630256457749
0805002448,,0805002448,4,8.5,8.076630256457749
0743456254,,0743456254,4,8.5,8.076630256457749
0553204572,,0553204572,4,8.5,8.076630256457749
8420633259,,8420633259,4,8.5,8.076630256457749
0061040797,,0061040797,4,8.5,8.076630256457749
0553278231,,0553278231,4,8.5,8.076630256457749
067178501X,,067178501X,4,8.5,8.076630256457749
0743253973,,0743253973,4,8.5,8.076630256457749
0515123293,,0515123293,4,8.5,8.076630256457749
0553286528,,0553286528,4,8.5,8.076630256457749
0575402458,,0575402458,4,8.5,8.076630256457749
0886779146,,0886779146,4,8.5,8.076630256457749
0446677671,,0446677671,4,8.5,8.076630256457749
0805004602,,0805004602,4,8.5,8.076630256457749
2253004898,,2253004898,4,8.5,8.076630256457749
0451526961,,0451526961,4,8.5,8.076630256457749
0446357170,,0446357170,4,8.5,8.076630256457749
0486299929,,0486299929,4,8.5,8.076630256457749
0812519329,,0812519329,4,8.5,8.076630256457749
0743471113,,0743471113,4,8.5,8.076630256457749
0312968191,,0312968191,4,8.5,8.076630256457749
0425184730,,0425184730,4,8.5,8.076630256457749
0330369431,,0330369431,4,8.5,8.076630256457749
0312852487,,0312852487,4,8.5,8.076630256457749
074320218X,,074320218X,4,8.5,8.076630256457749
,,3446203443,4,8.5,8.076630256457749
0505525240,,0505525240,4,8.5,8.076630256457749
0590433520,,0590433520,4,8.5,8.076630256457749
,,0007158033,4,8.5,8.076630256457749
,,0552141569,4,8.5,8.076630256457749
0804119783,,0804119783,4,8.5,8.076630256457749
0451522923,,0451522923,4,8.5,8.076630256457749
