,ISBN,Vote-Count,Vote-Average
1663,0609608444,32,8.65625
1664,0767902521,106,8.20754716981132
1665,0892967048,4,7.5
1666,0915811332,6,8.666666666666666
1667,014131088X,40,8.375
1668,0345325818,30,8.333333333333334
1669,044023767X,5,8.2
1670,0312983212,14,7.285714285714286
1671,031227999X,4,8.0
1672,0385508417,45,7.8
1673,0061030651,11,7.363636363636363
1674,006109594X,13,7.0
1675,031298250X,15,7.933333333333334
1676,0425185710,40,7.225
1677,0553575619,8,7.375
1678,0671527215,26,8.576923076923077
1679,0671522817,4,4.75
1680,0385493800,54,7.314814814814815
1681,0553377876,26,6.769230769230769
1682,1400062888,4,6.0
1683,1558612815,5,7.4
1684,1931520038,4,9.25
1685,0061093092,8,6.75
1686,0061098361,15,6.466666666666667
1687,0070212570,86,8.593023255813954
1688,0312243022,73,7.52054794520548
1689,0312983824,47,7.531914893617022
1690,0345370805,42,7.119047619047619
1691,0375703055,73,7.342465753424658
1692,0385480016,25,8.04
1693,0394758285,22,8.454545454545455
1694,0440214424,15,7.2
1695,0446605891,4,6.75
1696,0446673544,38,6.184210526315789
1697,0449149676,27,7.777777777777778
1698,0451187903,19,8.31578947368421
1699,0451523067,4,8.5
1700,0671004565,48,7.5
1701,0679761837,8,7.5
1702,0679772677,39,7.871794871794871
1703,0743418174,236,8.046610169491526
1704,0446611239,30,7.8
1705,0486280616,9,9.0
1706,006101253X,5,7.0
1707,0380814021,40,7.975
1708,0380817683,18,7.777777777777778
1709,0671000381,5,6.4
1710,0671689231,11,7.636363636363637
1711,0743405978,5,8.0
1712,0061098795,29,7.482758620689655
1713,0373226519,4,8.0
1714,0380012774,7,9.428571428571429
1715,225313922X,10,8.0
1716,0060929596,11,8.0
1717,0373834985,4,5.75
1718,038533656X,23,6.434782608695652
1719,0440224675,101,7.158415841584159
1720,0679450548,11,7.181818181818182
1721,0743230213,10,5.8
1722,0802135196,21,7.0
1723,0375707425,13,7.230769230769231
1724,0812565959,21,8.428571428571429
1725,0425163385,30,7.433333333333334
1726,0553585118,18,7.166666666666667
1727,11238356,13,6.0
1728,0380773155,10,7.5
1729,0006513204,15,7.4
1730,0140621725,13,8.692307692307692
1731,0786889373,6,8.333333333333334
1732,2070360024,27,8.185185185185185
1733,2070360423,5,6.6
1734,2070364283,5,7.2
1735,2070375161,8,6.75
1736,2070415686,8,8.0
1737,2207252000,5,8.6
1738,2253004898,4,8.5
1739,2253005274,9,7.0
1740,2266022504,7,8.857142857142858
1741,0451522389,4,7.25
1742,082176828X,5,6.2
1743,0316693324,26,7.3076923076923075
1744,8420725927,7,7.0
1745,0345378490,98,7.255102040816326
1746,0345367898,15,8.266666666666667
1747,0393029190,5,7.4
1748,0440455332,4,9.25
1749,0449912558,50,8.24
1750,0553110721,5,8.8
1751,0553580272,28,7.678571428571429
1752,0609601628,4,7.0
1753,0679452281,6,8.333333333333334
1754,0770428797,14,8.214285714285714
1755,0385721358,10,8.1
1756,031231616X,15,7.666666666666667
1757,0894805770,51,8.313725490196079
1758,089480829X,64,8.265625
1759,0062502174,21,8.714285714285714
1760,0345401123,6,6.333333333333333
1761,0345438329,92,7.5
1762,0688177751,57,7.526315789473684
1763,0618126988,9,8.444444444444445
1764,0060094850,5,6.6
1765,0872860175,13,8.461538461538462
1766,0446310492,16,9.1875
1767,0812590244,5,6.8
1768,0060192119,18,7.888888888888889
1769,0836218256,17,8.941176470588236
1770,055357227X,26,7.0
1771,3518368540,17,8.0
1772,0141180633,5,6.6
1773,0786014210,4,8.0
1774,3423125551,4,8.0
1775,0060514949,10,6.6
1776,0066210151,6,6.666666666666667
1777,0375411992,20,7.3
1778,0425188361,16,8.0
1779,3423620196,8,6.75
1780,0743203313,4,7.75
1781,0345417623,195,7.851282051282051
1782,0425177173,49,7.224489795918367
1783,193072229X,5,8.6
1784,0380727501,50,8.02
1785,0312423799,13,8.538461538461538
1786,037542217X,13,9.076923076923077
1787,0345440773,4,6.75
1788,0061093106,10,6.2
1789,0440208912,4,6.25
1790,0515120006,24,7.375
1791,0515127396,26,7.038461538461538
1792,0684868911,7,8.142857142857142
1793,0345416260,41,7.902439024390244
1794,0345433084,9,7.111111111111111
1795,0385494785,13,8.692307692307692
1796,0385512104,54,8.333333333333334
1797,0451180208,5,7.2
1798,0525237704,7,8.428571428571429
1799,8489669597,4,6.75
1800,0060000805,4,7.25
1801,0060512822,34,8.264705882352942
1802,0060730552,5,9.0
1803,0061030015,5,6.0
1804,0061056871,8,6.5
1805,0140255087,10,8.3
1806,0142001430,88,8.318181818181818
1807,0151002290,26,7.0
1808,0156001314,21,8.523809523809524
1809,0156006332,6,6.833333333333333
1810,0224018256,5,7.8
1811,0312420366,7,7.285714285714286
1812,0316291161,11,8.909090909090908
1813,0316353299,6,6.333333333333333
1814,033036197X,5,7.4
1815,0380603764,14,6.642857142857143
1816,0385319452,5,7.2
1817,0385336403,5,7.8
1818,039914255X,10,6.4
1819,0451527569,4,6.25
1820,0553295071,7,6.142857142857143
1821,0671776134,47,8.148936170212766
1822,0743418735,8,8.125
1823,0743431014,11,6.181818181818182
1824,0812541979,4,5.5
1825,0062502182,105,8.076190476190476
1826,0060175400,78,8.384615384615385
1827,0345410998,9,7.555555555555555
1828,0375505547,7,8.142857142857142
1829,0380728249,10,7.0
1830,0399133143,22,7.045454545454546
1831,0451183665,61,6.950819672131147
1832,0517149257,22,9.045454545454545
1833,0517573822,8,7.75
1834,0671024248,75,7.6
1835,0679751343,6,6.666666666666667
1836,0684848783,77,7.142857142857143
1837,0684855631,14,8.357142857142858
1838,0812590236,5,5.6
1839,0875964125,4,6.75
1840,1893910245,4,5.25
1841,044022165X,138,7.434782608695652
1842,0451201558,17,7.176470588235294
1843,0061032077,9,7.222222222222222
1844,2253004243,6,8.5
1845,0679459626,32,7.5
1846,0812566629,8,7.375
1847,0553583085,5,7.8
1848,0671001701,12,7.833333333333333
1849,0140004424,4,8.5
1850,0380717085,4,7.75
1851,0440512158,4,9.75
1852,0451524829,11,8.090909090909092
1853,0465090974,5,7.4
1854,0670848549,4,8.0
1855,0345370775,200,7.85
1856,0425130215,23,7.826086956521739
1857,1558532161,15,8.266666666666667
1858,0060394447,6,4.833333333333333
1859,006093395X,5,7.4
1860,034540288X,97,7.22680412371134
1861,0345425707,24,7.0
1862,0345434692,13,7.538461538461538
1863,0425167313,71,7.211267605633803
1864,0451821971,11,7.7272727272727275
1865,0553131893,10,7.2
1866,0553234609,7,8.428571428571429
1867,0553258540,11,8.636363636363637
1868,0802713661,8,7.0
1869,0440237688,27,8.925925925925926
1870,0552146161,14,7.571428571428571
1871,0374281602,35,6.6571428571428575
1872,0446519960,9,7.333333333333333
1873,0609610597,58,7.258620689655173
1874,0140126716,14,8.714285714285714
1875,0156787334,15,7.133333333333334
1876,0316182540,52,8.076923076923077
1877,0316919896,4,7.25
1878,0446604658,30,7.733333333333333
1879,0446611611,30,8.033333333333333
1880,0449212602,111,8.495495495495495
1881,0451178033,6,7.333333333333333
1882,0553282476,27,7.555555555555555
1883,0553299506,21,7.333333333333333
1884,0590634275,19,8.0
1885,0061031569,5,6.8
1886,3257228007,30,7.866666666666666
1887,0385511612,74,6.648648648648648
1888,0679426159,29,8.137931034482758
1889,0671020315,8,5.125
1890,067169071X,22,7.590909090909091
1891,1860469450,7,7.428571428571429
1892,0449214982,4,6.0
1893,0515090174,29,7.0344827586206895
1894,0515095826,30,6.966666666666667
1895,0515111279,20,7.25
1896,0385475713,16,7.9375
1897,0553280341,83,7.843373493975903
1898,0553375407,94,8.457446808510639
1899,0151006903,15,6.2
1900,0679744479,16,7.75
1901,0312983654,8,7.375
1902,0345454073,8,5.5
1903,0553561618,41,7.195121951219512
1904,0553582933,5,8.4
1905,0671034022,29,7.862068965517241
1906,0060187271,9,9.0
1907,0060975547,14,7.357142857142857
1908,0312874006,5,5.8
1909,0345382544,4,7.5
1910,0345416880,23,7.956521739130435
1911,0385483503,13,8.384615384615385
1912,038548951X,35,8.82857142857143
1913,0385497288,8,8.5
1914,0393312801,11,8.090909090909092
1915,0553380958,21,8.095238095238095
1916,0679725164,5,7.2
1917,0812505166,13,8.538461538461538
1918,0515122491,24,7.625
1919,051512902X,10,7.9
1920,0515131091,15,8.066666666666666
1921,8484502112,5,7.8
1922,0446606723,5,7.0
1923,0679721819,10,7.7
1924,0375412972,5,8.0
1925,0679745645,8,7.125
1926,1569470901,4,7.0
1927,0449225151,17,7.470588235294118
1928,0765342405,4,8.0
1929,844062719X,4,8.0
1930,844507119X,6,8.333333333333334
1931,8466307982,6,6.833333333333333
1932,8493225061,6,7.333333333333333
1933,0767905180,99,7.525252525252525
1934,0061042005,14,7.214285714285714
1935,0061095869,6,6.833333333333333
1936,0316089699,48,7.708333333333333
1937,0345447840,44,7.840909090909091
1938,0373168438,4,7.75
1939,0373196636,5,7.2
1940,0373240228,8,8.125
1941,0373242328,12,7.583333333333333
1942,0373259840,5,6.8
1943,0373708351,6,7.833333333333333
1944,0373871864,6,8.5
1945,0380775840,13,7.769230769230769
1946,0425181111,28,7.571428571428571
1947,0440168724,16,7.875
1948,0446357405,15,7.6
1949,0446364762,19,6.842105263157895
1950,0446603082,7,6.714285714285714
1951,0451205650,6,6.833333333333333
1952,0505524333,6,7.333333333333333
1953,0517077744,4,8.5
1954,0553107232,5,7.0
1955,0553285947,10,8.0
1956,0553562746,9,7.111111111111111
1957,0553584898,6,7.166666666666667
1958,0671007696,12,6.5
1959,0671521446,4,6.75
1960,067179793X,5,6.2
1961,1551664348,9,7.111111111111111
1962,1551665794,7,7.428571428571429
1963,1551669404,8,8.375
1964,067164257X,24,7.958333333333333
1965,0140348107,18,8.444444444444445
1966,0060506679,8,7.375
1967,0375701427,15,7.4
1968,0553135457,6,7.0
1969,0380000830,4,6.25
1970,0380014300,17,8.058823529411764
1971,2253143790,4,6.75
1972,0060936363,26,8.23076923076923
1973,0312281250,9,6.888888888888889
1974,0345406516,4,8.0
1975,038082101X,53,7.39622641509434
1976,843760494X,7,9.285714285714286
1977,0312979479,22,8.318181818181818
1978,0375727566,9,6.888888888888889
1979,0671708635,52,7.0
1980,0099288850,11,6.909090909090909
1981,0099387913,37,7.702702702702703
1982,0553377884,24,8.375
1983,0061012289,4,6.0
1984,0425162788,22,6.363636363636363
1985,0451208811,20,7.35
1986,2070419878,6,9.0
1987,0312852487,4,8.5
1988,0345348109,39,8.384615384615385
1989,0345378482,70,7.6
1990,0375705090,5,8.8
1991,0684818868,19,8.421052631578947
1992,0762406984,9,8.11111111111111
1993,0786868716,242,8.016528925619834
1994,0812513738,21,7.809523809523809
1995,0812550706,117,8.837606837606838
1996,0330236474,6,8.333333333333334
1997,0812515609,10,8.1
1998,3442424623,10,8.5
1999,0425122123,42,7.833333333333333
2000,080410882X,8,7.125
2001,0060922532,53,7.716981132075472
2002,0060951710,5,8.0
2003,0786864133,13,7.461538461538462
2004,0345380274,4,7.25
2005,0440224039,7,7.0
2006,0345333152,7,8.285714285714286
2007,0380810336,5,7.4
2008,0385722192,32,7.6875
2009,044022330X,15,7.2
2010,0446391581,5,8.0
2011,0452266688,4,8.5
2012,0679430946,21,8.666666666666666
2013,0684866005,6,6.5
2014,068815252X,8,6.25
2015,0767913973,4,8.25
2016,078686351X,9,6.222222222222222
2017,0879804211,5,6.0
2018,0099203502,6,7.166666666666667
2019,0440224659,4,7.75
2020,1841492086,7,8.0
2021,0413588106,10,7.7
2022,0394830148,7,7.571428571428571
2023,0060175532,9,7.0
2024,0671023373,8,9.0
2025,0679748083,7,9.142857142857142
2026,0425175405,88,7.693181818181818
2027,0749930721,5,7.8
2028,1857990889,6,8.0
2029,0425185702,6,8.333333333333334
2030,0684862719,37,7.756756756756757
2031,0552998338,8,6.25
2032,0380796090,16,7.8125
2033,0399147357,5,7.0
2034,0440221420,12,7.666666666666667
2035,0446604666,73,7.698630136986301
2036,0451197879,10,7.2
2037,0684836491,8,6.875
2038,0684859262,8,6.375
2039,0688156126,10,7.4
2040,0740704532,4,7.5
2041,0836221974,4,6.75
2042,0316154067,14,7.142857142857143
2043,0345353145,136,7.4411764705882355
2044,0449221482,55,7.963636363636364
2045,0515120863,5,7.0
2046,0553279912,102,7.637254901960785
2047,0553348973,24,7.416666666666667
2048,0671023616,41,7.7317073170731705
2049,0446516538,50,6.42
2050,0060191988,15,6.4
2051,0062507567,4,8.0
2052,0062509594,7,9.571428571428571
2053,006251279X,9,7.555555555555555
2054,0062513346,7,7.714285714285714
2055,0140298479,113,7.539823008849558
2056,0345453549,9,7.111111111111111
2057,0385315287,8,8.375
2058,0425133656,9,8.444444444444445
2059,0440108268,33,7.606060606060606
2060,0440204321,8,7.5
2061,0525945040,8,8.25
2062,067084487X,6,9.5
2063,0671777351,5,7.6
2064,0743400720,5,7.8
2065,0809237628,4,7.0
2066,0915811898,4,9.0
2067,1561706213,10,7.6
2068,1561707244,4,9.75
2069,1563054671,5,10.0
2070,1880032627,5,8.4
2071,0060248025,30,8.766666666666667
2072,0060256664,6,8.333333333333334
2073,0060256737,22,9.045454545454545
2074,0060950536,5,9.4
2075,0099428385,9,7.888888888888889
2076,0140386645,25,8.04
2077,0312921098,5,7.6
2078,0316779059,12,9.166666666666666
2079,0345340426,6,8.333333333333334
2080,0375815260,6,9.0
2081,0380775123,12,7.916666666666667
2082,0399523308,12,7.5
2083,0451456718,22,8.454545454545455
2084,0451456734,10,9.4
2085,0451458028,7,8.142857142857142
2086,0451458508,9,7.888888888888889
2087,0451458990,7,8.714285714285714
2088,0452279089,4,8.5
2089,051513628X,50,8.1
2090,0553379534,6,8.5
2091,0553573136,48,8.020833333333334
2092,0671519751,4,7.5
2093,0671524313,20,7.65
2094,0671676253,5,7.6
2095,0688117619,5,8.0
2096,0688149790,15,7.6
2097,0698119509,5,8.6
2098,0764550039,4,7.5
2099,0765342987,26,8.346153846153847
2100,0765345048,14,8.857142857142858
2101,0786880007,14,7.214285714285714
2102,0812500865,6,7.333333333333333
2103,0812520157,4,9.25
2104,0812532554,5,8.6
2105,0812532597,12,8.333333333333334
2106,0812532619,6,7.666666666666667
2107,0812532635,7,8.428571428571429
2108,0812532961,4,7.5
2109,0812532988,4,8.0
2110,0812533313,9,7.666666666666667
2111,0812533577,4,7.75
2112,0812575717,25,8.72
2113,0836204387,23,9.26086956521739
2114,0836218787,24,9.125
2115,0836221362,20,9.3
2116,0886773776,10,8.4
2117,0886773784,15,8.333333333333334
2118,0886774004,10,8.5
2119,0886774012,12,8.416666666666666
2120,0886774144,5,9.2
2121,0886774543,6,9.333333333333334
2122,0886774632,11,7.7272727272727275
2123,0886775035,9,8.0
2124,0886775167,7,7.571428571428571
2125,0886775493,5,7.2
2126,0886775639,10,8.0
2127,0886775876,7,7.571428571428571
2128,0886776120,6,9.0
2129,0886776619,7,8.857142857142858
2130,0886777208,4,8.5
2131,0886777739,6,9.166666666666666
2132,0920668372,25,9.28
2133,1841490490,4,8.5
2134,0140376410,6,8.166666666666666
2135,0452281296,7,6.714285714285714
2136,1573229326,104,6.673076923076923
2137,0345406036,7,7.428571428571429
2138,0671672576,4,8.0
2139,0679743243,7,7.285714285714286
2140,068483376X,31,8.161290322580646
2141,068484270X,4,7.5
2142,0345421825,5,8.4
2143,0380896931,12,7.916666666666667
2144,0971942315,9,8.555555555555555
2145,0553275860,8,8.25
2146,3423105518,15,8.666666666666666
2147,843396951X,5,6.8
2148,8440616368,7,8.285714285714286
2149,0380470845,15,7.4
2150,0440162041,5,8.6
2151,0671739778,5,7.6
2152,0060955775,24,7.958333333333333
2153,0451451686,7,8.142857142857142
2154,0671577727,4,9.0
2155,0671721720,5,8.0
2156,0671875965,5,9.2
2157,068486780X,5,8.0
2158,0671010115,4,7.75
2159,0671004549,45,7.466666666666667
2160,0312422601,7,7.857142857142857
2161,0553565915,24,7.125
2162,055356160X,37,7.8108108108108105
2163,0060987529,99,7.4646464646464645
2164,0064472779,9,8.11111111111111
2165,0140022651,5,8.4
2166,0345283929,9,7.222222222222222
2167,0345314255,38,7.342105263157895
2168,0345317580,20,8.0
2169,0345335287,16,6.875
2170,0345362276,6,7.5
2171,0345375580,10,7.1
2172,0345423038,7,6.428571428571429
2173,0380570009,10,8.9
2174,0439176824,7,8.142857142857142
2175,0441000150,4,8.25
2176,0451137965,39,7.666666666666667
2177,0486270718,4,8.25
2178,051512463X,16,7.125
2179,0553073273,7,8.571428571428571
2180,0590109715,6,8.5
2181,0590109960,6,8.166666666666666
2182,059045367X,13,7.769230769230769
2183,0590629778,8,7.5
2184,0590879979,4,9.0
2185,0590956159,4,8.5
2186,0671001868,4,7.25
2187,0671532642,13,8.384615384615385
2188,0671695304,20,7.5
2189,0671751174,6,7.666666666666667
2190,0688047211,4,6.0
2191,0812505042,6,7.833333333333333
2192,0886774500,10,8.7
2193,0515120618,34,7.794117647058823
2194,0671004573,58,7.586206896551724
2195,0971766711,10,6.9
2196,0060002050,13,7.538461538461538
2197,0451208293,7,7.0
2198,0553583905,9,6.777777777777778
2199,1551666766,7,7.285714285714286
2200,1551668424,5,8.0
2201,0684866048,4,7.0
2202,0446400688,4,6.75
2203,0399143335,9,6.222222222222222
2204,0441001866,8,8.25
2205,0385335830,51,7.686274509803922
2206,0553272837,29,7.103448275862069
2207,0743262174,24,8.208333333333334
2208,0689859376,6,8.666666666666666
2209,0375727132,52,7.576923076923077
2210,0752848755,4,8.5
2211,3442429439,10,7.4
2212,0425169693,37,7.108108108108108
2213,0060392452,158,7.80379746835443
2214,0312263120,46,7.413043478260869
2215,0380815931,15,7.866666666666666
2216,0446532231,89,8.337078651685394
2217,0451455789,5,8.6
2218,0451458370,10,8.4
2219,0553373803,16,8.5625
2220,0671721046,7,8.714285714285714
2221,0886777844,21,7.571428571428571
2222,0887307884,9,7.777777777777778
2223,096265342X,5,9.8
2224,0765341840,6,8.333333333333334
2225,0141002077,15,7.0
2226,0312243359,14,8.571428571428571
2227,0812579569,8,7.875
2228,0312291639,167,7.293413173652695
2229,0449702146,4,7.0
2230,0449702545,16,7.6875
2231,0590471570,4,7.0
2232,1550223968,11,7.636363636363637
2233,014043187X,11,8.454545454545455
2234,0552138916,19,8.052631578947368
2235,3257218370,14,8.571428571428571
2236,0425101452,26,7.884615384615385
2237,014018869X,12,8.833333333333334
2238,2070374637,6,7.833333333333333
2239,0375505296,8,6.0
2240,0553348981,31,8.67741935483871
2241,0316168688,47,8.148936170212766
2242,0452264790,11,6.636363636363637
2243,0030632366,4,7.25
2244,0061030643,28,7.214285714285714
2245,0061099155,14,8.142857142857142
2246,031209261X,4,9.0
2247,0312983220,10,8.0
2248,0312989385,10,7.5
2249,0345272463,6,6.833333333333333
2250,034528643X,5,7.0
2251,0345315642,5,8.6
2252,0345379144,10,7.4
2253,0345382447,7,8.285714285714286
2254,0345404793,22,7.5
2255,0345423615,22,7.2272727272727275
2256,0345447867,32,7.8125
2257,0345460693,4,7.75
2258,0380002930,100,8.62
2259,0380542625,9,9.555555555555555
2260,038072880X,12,7.666666666666667
2261,0399146725,12,8.25
2262,0425119653,30,6.9
2263,0425172546,52,6.8076923076923075
2264,0440145465,15,7.866666666666666
2265,0440220793,12,7.166666666666667
2266,0440221471,152,7.743421052631579
2267,0440236673,150,7.5
2268,0440237424,5,7.8
2269,0446349461,6,7.5
2270,0446364622,11,8.363636363636363
2271,0446609323,38,7.2631578947368425
2272,0446612790,90,7.722222222222222
2273,0449209695,8,6.375
2274,0451163710,4,9.0
2275,0451171845,4,6.75
2276,0451204891,24,7.5
2277,0451452941,4,8.0
2278,0451454081,4,7.75
2279,0451456726,7,8.428571428571429
2280,0515130125,11,8.454545454545455
2281,0553144286,6,7.166666666666667
2282,0553227041,4,6.0
2283,0553290797,8,7.625
2284,0553574582,6,8.0
2285,0553582526,50,7.32
2286,0553585681,12,7.5
2287,0671442686,11,8.818181818181818
2288,0671625810,7,6.571428571428571
2289,0671660632,23,7.869565217391305
2290,0671721224,4,8.0
2291,0671721542,5,7.8
2292,0671729446,13,8.23076923076923
2293,0671795988,7,6.714285714285714
2294,0671797050,18,8.055555555555555
2295,0671836927,4,7.25
2296,0671876015,10,8.0
2297,0684852802,5,9.0
2298,0743412753,10,6.6
2299,0756400619,8,7.5
2300,0812513711,17,8.352941176470589
2301,0812517725,24,8.541666666666666
2302,0812575962,8,7.0
2303,0812585151,10,7.2
2304,0425181103,35,7.6571428571428575
2305,0060981180,13,8.0
2306,0375706062,21,7.904761904761905
2307,0380014033,9,7.666666666666667
2308,0425147622,81,8.024691358024691
2309,0446360856,22,7.636363636363637
2310,0451180410,24,7.333333333333333
2311,0310466628,4,5.75
2312,0312993560,5,8.8
2313,0425115801,41,8.268292682926829
2314,0425144429,47,7.340425531914893
2315,0425188809,20,8.5
2316,0440206707,7,6.0
2317,0821770594,5,8.4
2318,0451204948,15,8.0
2319,0486290492,6,8.666666666666666
2320,0399144137,4,7.5
2321,0743436741,5,6.8
2322,0020442602,13,8.76923076923077
2323,0312876513,7,6.857142857142857
2324,0345348036,74,8.837837837837839
2325,034545104X,28,6.285714285714286
2326,0394756827,9,8.777777777777779
2327,0399141146,30,8.0
2328,0452260116,53,7.339622641509434
2329,0679733760,8,7.5
2330,0679741410,5,7.8
2331,0879520388,4,7.75
2332,0807281956,5,9.4
2333,0399138749,15,7.6
2334,0312265867,57,8.701754385964913
2335,0440403278,20,8.45
2336,0451191145,58,8.137931034482758
2337,0842314296,15,8.466666666666667
2338,0373250290,16,7.6875
2339,1844262553,50,8.6
2340,0525945172,6,6.5
2341,0312150601,23,7.6521739130434785
2342,0064408655,18,8.333333333333334
2343,0140071083,10,8.9
2344,0440220653,23,7.521739130434782
2345,0440400759,14,8.071428571428571
2346,0446603775,10,7.3
2347,0446603783,5,6.8
2348,0451160312,17,8.058823529411764
2349,0671746065,12,8.75
2350,0671899619,5,8.4
2351,0812509145,4,6.75
2352,0440234948,5,6.8
2353,0676973604,7,8.571428571428571
2354,0345424719,57,8.017543859649123
2355,0345465083,62,8.241935483870968
2356,0684803143,7,7.0
2357,0446610100,51,8.019607843137255
2358,0345334310,14,8.357142857142858
2359,0671730177,4,8.75
2360,0812533666,15,7.266666666666667
2361,0679766758,8,7.75
2362,0152017984,6,7.0
2363,0451176723,14,6.642857142857143
2364,8477204055,15,7.333333333333333
2365,051513290X,14,6.571428571428571
2366,0151104506,4,7.0
2367,0061032093,20,7.45
2368,0425181979,4,8.5
2369,0515114693,28,8.25
2370,0671003518,8,8.125
2371,0671739751,6,8.333333333333334
2372,0060004533,5,7.6
2373,0060507403,11,7.545454545454546
2374,0345367421,7,7.142857142857143
2375,0425174468,4,7.25
2376,0679767398,12,8.583333333333334
2377,080215185X,4,7.0
2378,8804501227,4,7.75
2379,8804520620,4,6.5
2380,8806166484,9,7.777777777777778
2381,8807809907,6,6.666666666666667
2382,880781076X,6,7.5
2383,8807810778,6,8.333333333333334
2384,8807840103,6,8.166666666666666
2385,8844004662,4,9.0
2386,8845215989,5,7.8
2387,8876842527,4,9.25
2388,0718143043,6,6.833333333333333
2389,0446363170,8,7.625
2390,0553562967,21,8.523809523809524
2391,0804110379,6,7.333333333333333
2392,0804117934,4,7.75
2393,0312971346,85,8.352941176470589
2394,0449146383,6,6.833333333333333
2395,0930031067,7,7.571428571428571
2396,0385474016,59,7.440677966101695
2397,080213825X,54,5.444444444444445
2398,8826703132,21,9.714285714285714
2399,3426620685,5,6.0
2400,3499123665,4,7.5
2401,0006551092,8,7.75
2402,2020482363,4,7.25
2403,052594527X,33,8.424242424242424
2404,3404141970,7,7.0
2405,0375701044,14,6.142857142857143
2406,0671036505,36,7.166666666666667
2407,0375412824,55,7.4363636363636365
2408,0590453661,8,6.625
2409,0441005764,21,6.904761904761905
2410,0439101336,5,5.8
2411,0440237416,18,7.444444444444445
2412,0451410777,10,7.7
2413,0671034065,10,6.9
2414,0380730359,10,7.8
2415,0767907817,36,7.75
2416,0553208845,52,8.5
2417,0140258418,15,7.666666666666667
2418,030681188X,9,7.444444444444445
2419,0394541545,7,7.571428571428571
2420,0684823780,11,9.363636363636363
2421,0743216458,9,8.11111111111111
2422,0883657635,8,8.125
2423,0425180964,48,7.645833333333333
2424,0812520793,4,7.25
2425,0743411250,51,7.2745098039215685
2426,0140016821,5,7.8
2427,0312955510,4,7.0
2428,0786867086,4,10.0
2429,0345396537,4,7.0
2430,0452272092,4,6.75
2431,0064407721,5,7.4
2432,0140089365,6,7.666666666666667
2433,038072345X,7,6.285714285714286
2434,0395869463,15,6.466666666666667
2435,0451521285,13,8.23076923076923
2436,0553266055,5,7.4
2437,0553274864,4,7.0
2438,0671025570,5,7.0
2439,0330287001,9,7.444444444444445
2440,8806163698,4,7.0
2441,8887070245,5,8.2
2442,0345272579,13,9.23076923076923
2443,0385199570,39,9.025641025641026
2444,0060975849,14,7.857142857142857
2445,014034294X,24,8.541666666666666
2446,0141304707,5,8.8
2447,0312146310,9,8.333333333333334
2448,0345319672,6,7.166666666666667
2449,038039586X,12,9.0
2450,0380726815,17,7.294117647058823
2451,0394873335,4,8.25
2452,0440204194,29,7.551724137931035
2453,044048474X,22,8.227272727272727
2454,0446607339,14,7.571428571428571
2455,0446611867,109,7.486238532110092
2456,0553211587,7,8.142857142857142
2457,0670030643,38,7.7631578947368425
2458,0671721291,17,8.588235294117647
2459,0671729896,4,9.0
2460,0684801221,32,8.40625
2461,0688031188,5,8.0
2462,0745926290,7,8.0
2463,0800786084,4,9.25
2464,0805421351,6,9.166666666666666
2465,0806624302,4,8.5
2466,0806961740,4,8.25
2467,0842345523,11,8.363636363636363
2468,0849911672,7,7.857142857142857
2469,0937295221,4,8.75
2470,1566840287,15,7.0
2471,1576734013,8,7.875
2472,0517580497,21,7.619047619047619
2473,0553141406,4,9.25
2474,1558744630,51,7.509803921568627
2475,0394588169,8,8.0
2476,0020518501,9,8.11111111111111
2477,038533348X,26,8.423076923076923
2478,0380762277,7,8.0
2479,0553584014,7,8.142857142857142
2480,0671695126,23,7.608695652173913
2481,0671759329,12,7.833333333333333
2482,0671004107,67,7.82089552238806
2483,0425173615,6,8.166666666666666
2484,0425098680,9,7.444444444444445
2485,0020519001,12,6.833333333333333
2486,0425168700,8,7.625
2487,0688127169,7,7.857142857142857
2488,0451132157,4,9.0
2489,0060504080,13,8.538461538461538
2490,0060929979,4,7.75
2491,0061054887,10,8.4
2492,0345404475,22,8.454545454545455
2493,0374100128,42,6.761904761904762
2494,0375404929,5,7.0
2495,044900483X,15,7.8
2496,0571169341,7,7.714285714285714
2497,0671722654,4,7.5
2498,0684853701,7,7.428571428571429
2499,074325547X,10,8.0
2500,0802136346,4,8.25
2501,0918949165,15,7.866666666666666
2502,140003065X,58,8.051724137931034
2503,1400032717,51,8.588235294117647
2504,1561003913,5,6.4
2505,1566190932,4,8.0
2506,1594200106,5,8.2
2507,0684857820,38,8.210526315789474
2508,2246567610,5,5.0
2509,0812551583,10,7.2
2510,155192370X,6,7.833333333333333
2511,1853811262,12,7.666666666666667
2512,1580083412,6,8.0
2513,0679459596,10,7.8
2514,0062735233,4,9.25
2515,0312194390,8,8.5
2516,037570504X,51,7.137254901960785
2517,0380704161,7,7.0
2518,0385491050,8,7.25
2519,0385491077,8,7.375
2520,0425175111,16,7.25
2521,0446605786,5,6.2
2522,0449209113,6,8.0
2523,0486266907,6,7.666666666666667
2524,0525945210,20,8.6
2525,0670894494,14,7.928571428571429
2526,0671496107,11,7.2727272727272725
2527,0821221817,6,9.166666666666666
2528,1573225681,6,8.833333333333334
2529,3423078006,5,7.8
2530,0441790348,72,8.333333333333334
2531,0553212141,5,6.6
2532,0345361792,181,8.607734806629834
2533,0425118703,28,7.357142857142857
2534,0385424728,55,7.3090909090909095
2535,0380792737,12,7.25
